,1_star_ratings,2_star_ratings,3_star_ratings,4_star_ratings,5_star_ratings,total_ratings,avg_ratings
halo: combat evolved - pc,5,3,14,15,29,66,3.909090909090909
disney infinty cars playset pack lightning mcqueen and holley shiftwell,2,0,3,7,54,66,4.681818181818182
recore - xbox one,10,4,7,18,27,66,3.727272727272727
metal gear solid,2,1,2,10,51,66,4.621212121212121
the legend of zelda:  phantom hourglass,2,2,3,12,47,66,4.515151515151516
steam controller,4,5,9,10,38,66,4.106060606060606
mario party 10,7,5,7,12,35,66,3.9545454545454546
borderlands 2 - limited edition - playstation vita bundle,1,0,3,10,52,66,4.696969696969697
final fantasy type-0 hd - playstation 4,9,5,12,14,26,66,3.6515151515151514
captain toad:  treasure tracker,3,0,0,12,51,66,4.636363636363637
pspgo - piano black,12,9,6,17,22,66,3.4242424242424243
ratchet & clank collection,0,1,1,9,55,66,4.787878787878788
bayonetta 2 - nintendo wii u,3,0,2,3,57,65,4.707692307692308
kingdom hearts 3d dream drop distance,0,1,9,10,45,65,4.523076923076923
the legend of zelda: skyward sword,5,1,13,10,36,65,4.092307692307692
tom clancy's ghost recon: future soldier - xbox 360,4,5,7,23,26,65,3.953846153846154
tom clancy's rainbow six vegas 2 - playstation 3,2,2,6,18,37,65,4.323076923076923
tom clancy's splinter cell - xbox,0,2,5,9,49,65,4.615384615384615
tom clancy’s ghost recon wildlands - playstation 4,4,6,7,11,37,65,4.092307692307692
paper mario: the thousand-year door,2,1,2,12,48,65,4.584615384615384
destiny - standard edition - xbox 360,8,11,11,4,31,65,3.6
homefront - xbox 360,10,13,13,14,15,65,3.169230769230769
medal of honor frontline - playstation 2,4,7,7,22,25,65,3.876923076923077
gran turismo 3 a-spec,1,2,8,11,42,64,4.421875
devil may cry 4 - playstation 3,1,4,12,11,36,64,4.203125
dante's inferno - xbox 360,2,1,10,22,29,64,4.171875
lego batman,0,2,6,20,36,64,4.40625
medal of honor warfighter - xbox 360,5,7,8,17,27,64,3.84375
south park:  the stick of truth - xbox 360,0,1,3,12,48,64,4.671875
super mario galaxy (nintendo selects),0,0,3,8,53,64,4.78125
xbox 360 4gb console,2,1,6,7,48,64,4.53125
twisted metal - ps3 [digital code],1,7,12,13,31,64,4.03125
red dead redemption: game of the year edition - xbox one and xbox 360,3,1,5,8,47,64,4.484375
fallout: new vegas - playstation 3,7,7,14,11,25,64,3.625
the legend of zelda: a link to the past,1,1,0,2,59,63,4.857142857142857
xbox one wireless controller [without bluetooth],5,1,7,10,40,63,4.253968253968254
nintendo 64 system - video game console,4,1,6,11,41,63,4.333333333333333
microsoft xbox 360 wireless a/b/g network adapter,3,4,6,18,32,63,4.142857142857143
dragon age 2 - playstation 3,2,2,17,19,23,63,3.9365079365079363
darksiders - xbox 360,2,2,7,23,29,63,4.190476190476191
castlevania: lords of shadow 2 - ps3 [digital code],1,2,8,11,41,63,4.412698412698413
motorstorm - playstation 3,0,8,9,15,31,63,4.095238095238095
dark souls ii: scholar of the first sin - playstation 4,6,4,3,14,36,63,4.111111111111111
need for speed: most wanted,1,4,5,8,45,63,4.4603174603174605
the witcher 2: assassins of kings enhanced edition,3,4,9,7,40,63,4.222222222222222
goldeneye 007,2,0,0,7,53,62,4.758064516129032
doom - xbox one,7,2,7,3,43,62,4.17741935483871
far cry 3 - playstation 3,3,3,4,13,39,62,4.32258064516129
diablo iii,0,2,5,13,42,62,4.532258064516129
world of warcraft - mac / windows xp / mac os x,4,3,6,9,40,62,4.258064516129032
gamecube memory card 251,1,0,2,5,54,62,4.790322580645161
metal gear solid 3 snake eater - playstation 2,2,6,2,14,38,62,4.290322580645161
minecraft - playstation 4,4,1,2,8,47,62,4.5
need for speed most wanted - playstation 3,6,4,4,12,36,62,4.096774193548387
beastron a/v cable for nintendo wii,0,0,2,4,55,61,4.868852459016393
wii sports resort,0,2,3,17,39,61,4.524590163934426
xbox one media remote,4,0,3,10,44,61,4.475409836065574
prince of persia - playstation 3,3,4,10,20,24,61,3.9508196721311477
the last guardian - playstation 4,4,5,10,15,27,61,3.918032786885246
middle earth: shadow of mordor game of the year - playstation 4,2,3,4,10,42,61,4.426229508196721
kingdoms of amalur: reckoning - ps3 [digital code],2,5,6,15,33,61,4.180327868852459
brutal legend - xbox 360,0,8,10,27,16,61,3.8360655737704916
call of duty advanced warfare - day zero edition,7,3,8,10,33,61,3.9672131147540983
call of duty: infinite warfare - standard edition - playstation 4,12,4,9,15,21,61,3.4754098360655736
dark souls iii - playstation 4 standard edition,6,3,2,9,41,61,4.245901639344262
sunset overdrive day one edition - xbox one,3,4,4,7,43,61,4.360655737704918
pokken tournament - wii u,5,0,5,10,41,61,4.344262295081967
evolve - playstation 4,24,6,9,8,14,61,2.7049180327868854
playstation 3 dualshock 3 wireless controller (urban camouflage) - playstation 3,1,1,1,9,49,61,4.704918032786885
xbox 360 250gb console,3,1,3,4,49,60,4.583333333333333
super mario bros. 3,1,1,0,6,52,60,4.783333333333333
crackdown - xbox 360,0,5,14,16,25,60,4.016666666666667
deus ex: mankind divided - playstation 4,5,2,6,19,28,60,4.05
cta digital ps vita travel eva protective case,1,0,3,10,46,60,4.666666666666667
white knight chronicles international edition - playstation 3,8,8,10,22,12,60,3.3666666666666667
the legend of zelda: twilight princess (nintendo selects),0,1,2,10,47,60,4.716666666666667
call of duty 2 - xbox 360,1,2,3,11,43,60,4.55
lost planet: extreme condition - playstation 3,4,2,21,17,16,60,3.65
resistance: burning skies - playstation vita,0,5,4,15,36,60,4.366666666666666
xenoblade chronicles x,4,1,5,6,44,60,4.416666666666667
kinect sensor tv mounting clip - xbox 360,1,1,4,10,44,60,4.583333333333333
the elder scrolls v: skyrim legendary edition - playstation 3,2,3,7,2,46,60,4.45
memory card for wii console 64 mb (1019 blocks),2,0,4,8,46,60,4.6
the legend of zelda,3,1,3,7,46,60,4.533333333333333
super street fighter iv - playstation 3,1,0,4,18,36,59,4.491525423728813
far cry 3 - pc,3,8,4,13,31,59,4.033898305084746
orange box - xbox 360,1,0,1,15,42,59,4.6440677966101696
"the elder scrolls v: skyrim - legendary edition, xbox 360",2,2,1,6,48,59,4.627118644067797
destiny: the taken king - legendary edition - playstation 4,7,5,8,9,30,59,3.847457627118644
crysis 3 - xbox 360,5,3,11,11,29,59,3.9491525423728815
super smash bros. gamecube adapter for wii u,4,0,3,7,45,59,4.508474576271187
donkey kong country,0,0,1,6,52,59,4.864406779661017
just cause 2 - pc,5,4,12,10,28,59,3.8813559322033897
red faction guerrilla - playstation 3,7,3,8,14,27,59,3.864406779661017
kirby triple deluxe - nintendo 3ds,1,0,2,8,48,59,4.728813559322034
far cry 4 - ps3 [digital code],4,4,4,9,38,59,4.237288135593221
diablo iii,4,2,4,17,32,59,4.203389830508475
final fantasy chronicles: chrono trigger/final fantasy iv,1,1,2,14,41,59,4.576271186440678
silent hill 2,1,1,6,13,38,59,4.4576271186440675
assassin's creed: director's cut edition - pc,4,2,8,18,27,59,4.0508474576271185
super mario all stars,0,1,0,5,52,58,4.862068965517241
thief xbox one,5,5,9,14,25,58,3.8448275862068964
metal gear solid hd collection,0,2,2,6,48,58,4.724137931034483
wii fit plus with balance board,1,0,4,10,43,58,4.620689655172414
nyko wii charge station,7,4,4,17,26,58,3.8793103448275863
pokémon black version 2,1,1,5,11,40,58,4.517241379310345
call of duty: modern warfare 3 - pc,8,7,10,10,23,58,3.5689655172413794
playstation 4 console - destiny bundle [discontinued],2,1,1,9,45,58,4.620689655172414
killzone - playstation 2,4,0,15,11,28,58,4.017241379310345
left 4 dead - game of the year edition -xbox 360,4,3,8,7,36,58,4.172413793103448
nintendo 64 expansion pak,2,1,3,3,49,58,4.655172413793103
boom blox - nintendo wii,2,0,8,18,30,58,4.275862068965517
super mario world: super mario advance 2,0,0,4,7,47,58,4.741379310344827
sony playstation vita wifi,5,0,0,2,50,57,4.614035087719298
dying light - xbox one,2,4,1,14,36,57,4.368421052631579
ghost squad - nintendo wii,0,4,6,18,29,57,4.2631578947368425
portal 2 - playstation 3,3,0,1,11,42,57,4.56140350877193
mario kart: super circuit,2,2,7,10,36,57,4.333333333333333
super mario advance 4: super mario bros 3,1,1,5,8,42,57,4.56140350877193
the witcher 3: wild hunt - xbox one,3,2,6,6,40,57,4.368421052631579
mass effect 2 - pc,2,0,4,15,36,57,4.456140350877193
star wars rogue squadron ii: rogue leader,1,6,9,15,26,57,4.035087719298246
xbox 360 rechargeable battery 2-pack,2,3,6,5,41,57,4.4035087719298245
warhawk - playstation 3 (no headset),0,0,6,16,35,57,4.508771929824562
final fantasy origins final fantasy i & ii remastered editions - playstation,1,2,5,15,34,57,4.385964912280702
sleeping dogs - xbox 360,0,2,6,14,35,57,4.43859649122807
world of warcraft: wrath of the lich king expansion set - (obsolete),6,2,10,6,33,57,4.017543859649122
the evil within,3,4,10,12,28,57,4.017543859649122
sony twisted metal: black - playstation 2,1,2,2,15,37,57,4.491228070175438
titanfall - xbox 360,7,3,6,11,30,57,3.9473684210526314
titanfall 2 - xbox one,7,1,1,9,39,57,4.2631578947368425
batman: arkham origins blackgate - playstation vita,5,5,6,11,30,57,3.982456140350877
bully: scholarship edition,0,0,9,16,32,57,4.4035087719298245
plants vs zombies garden warfare(online play required) - xbox one,5,4,1,9,37,56,4.232142857142857
elder scrolls online: tamriel unlimited - playstation 4,14,4,7,11,20,56,3.3392857142857144
star wars knights of the old republic ii: the sith lords,0,2,17,23,14,56,3.875
dishonored 2 - playstation 4,4,2,6,12,32,56,4.178571428571429
playstation vita travel pouch,1,3,7,8,37,56,4.375
xbox 360 rechargeable controller battery pack white,10,0,3,6,37,56,4.071428571428571
kinect sensor with kinect adventures!,2,4,8,8,34,56,4.214285714285714
metro redux - xbox one,2,1,1,11,41,56,4.571428571428571
shenmue,0,4,5,8,39,56,4.464285714285714
dragon age: origins - playstation 3,3,6,4,18,25,56,4.0
madden nfl 13 - xbox 360,9,8,5,15,19,56,3.482142857142857
sonic generations - xbox 360,1,0,3,14,38,56,4.571428571428571
silent hill 3,1,2,7,15,31,56,4.303571428571429
medal of honor: allied assault - pc,3,0,5,15,33,56,4.339285714285714
the evil within - playstation 3,1,3,2,9,41,56,4.535714285714286
alice: madness returns - playstation 3,4,2,6,15,28,55,4.109090909090909
alien: isolation - xbox one,5,5,6,12,27,55,3.9272727272727272
mag online only - playstation 3,9,7,6,11,22,55,3.5454545454545454
assassin’s creed syndicate - xbox one,2,2,5,14,32,55,4.3090909090909095
assassin's creed: revelations,2,2,4,18,29,55,4.2727272727272725
vanquish - playstation 3,0,2,8,12,33,55,4.381818181818182
silent hill origins - playstation 2,0,4,6,24,21,55,4.127272727272727
eternal darkness: sanity's requiem,2,2,2,14,35,55,4.418181818181818
mass effect 3 [online game code],10,2,9,14,20,55,3.581818181818182
zoom for kinect - xbox 360,9,2,5,8,30,54,3.888888888888889
the witcher enhanced - pc,5,3,8,13,25,54,3.925925925925926
super paper mario,2,3,13,14,22,54,3.9444444444444446
final fantasy iii,2,2,6,18,26,54,4.185185185185185
gran turismo 4 - playstation 2,0,4,6,12,32,54,4.333333333333333
forza motorsport 4 - xbox 360,0,2,0,11,41,54,4.685185185185185
call of duty: black ops - pc,14,6,6,10,18,54,3.2222222222222223
pdp wired fight pad for wii u - mario,0,6,2,12,34,54,4.37037037037037
grand theft auto iv,26,4,4,8,12,54,2.5555555555555554
alone in the dark - xbox 360,17,13,13,7,4,54,2.4074074074074074
xenosaga - playstation 2,0,3,5,16,30,54,4.351851851851852
need for speed - playstation 4,16,3,4,4,27,54,3.425925925925926
new super luigi u,3,5,9,11,26,54,3.962962962962963
final fantasy xv - playstation 4,4,7,8,13,22,54,3.7777777777777777
silent hill,0,1,4,11,38,54,4.592592592592593
dragon age inquisition - standard edition - xbox one,4,4,6,9,31,54,4.092592592592593
tom clancy's ghost recon advanced warfighter - xbox 360,1,5,5,17,26,54,4.148148148148148
"lego: marvel super heroes, xbox 360",1,2,1,6,44,54,4.666666666666667
ps3 wireless keypad,1,4,6,12,30,53,4.245283018867925
metal gear rising revengeance - xbox 360,3,0,5,10,35,53,4.39622641509434
the legend of zelda: twilight princess,2,1,1,9,40,53,4.584905660377358
overwatch - origins edition - playstation 4,3,3,5,7,35,53,4.283018867924528
the legend of zelda: spirit tracks,3,4,5,12,29,53,4.132075471698113
kid icarus: uprising,3,3,2,11,34,53,4.320754716981132
nintendo ds lite onyx black,1,2,5,6,39,53,4.509433962264151
jak and daxter: the precursor legacy,1,0,7,12,33,53,4.433962264150943
hori retro mario hard pouch for new 3ds xl and nintendo 3ds xl,0,0,0,9,44,53,4.830188679245283
saints row iv,3,3,7,15,25,53,4.056603773584905
dmc devil may cry: definitive edition - playstation 4,3,0,6,9,35,53,4.377358490566038
manhunt - playstation 2,1,1,10,14,27,53,4.226415094339623
metal gear solid: the essential collection,2,2,0,6,43,53,4.622641509433962
the legend of dragoon - playstation,2,6,4,10,31,53,4.169811320754717
xbox 360 hard drive transfer cable,5,0,0,5,42,52,4.519230769230769
watch dogs - xbox 360,3,7,12,12,18,52,3.673076923076923
monster hunter 3 ultimate - nintendo wii u,3,5,4,5,35,52,4.230769230769231
game boy player,1,1,2,4,44,52,4.711538461538462
star wars: battlefront - deluxe edition - playstation 4,6,5,15,10,16,52,3.480769230769231
brink,21,11,6,7,7,52,2.3846153846153846
s.t.a.l.k.e.r.: shadow of chernobyl - pc,4,8,8,14,18,52,3.6538461538461537
"endless ocean: dive, discover, dream",0,2,6,24,20,52,4.1923076923076925
crysis 2 - pc,4,4,6,14,24,52,3.9615384615384617
devil may cry hd collection - playstation 3,2,0,3,14,33,52,4.461538461538462
donkey kong country returns 3d,2,0,2,12,36,52,4.538461538461538
borderlands: the handsome collection - playstation 4 by 2k games,1,0,2,9,40,52,4.673076923076923
nba 2k14 - playstation 4,3,3,8,4,34,52,4.211538461538462
hori duraflexi clear protector for nintendo new 3ds xl,0,3,2,8,39,52,4.596153846153846
fifa 14 - playstation 4,3,0,3,15,31,52,4.365384615384615
the sims 2 - pc,2,2,2,9,36,51,4.470588235294118
unit 13 - playstation vita,0,1,4,14,32,51,4.509803921568627
jak & daxter collection - playstation 3,2,1,0,7,41,51,4.647058823529412
soul calibur ii - gamecube,1,1,2,14,33,51,4.509803921568627
"need for speed: hot pursuit, xbox 360",2,3,8,12,26,51,4.117647058823529
final fantasy xiv: a realm reborn - pc,3,7,6,10,25,51,3.9215686274509802
call of duty: black ops ii - pc,5,3,8,15,20,51,3.823529411764706
dead rising 3: apocalypse edition,3,2,7,11,28,51,4.1568627450980395
call of duty: world at war - pc,2,5,12,11,21,51,3.8627450980392157
nintendo wii u deluxe set: super mario 3d world and nintendo land bundle - black 32 gb,1,1,3,9,37,51,4.568627450980392
elder scrolls online: tamriel unlimited - xbox one,10,5,5,9,22,51,3.549019607843137
amazonbasics heavy-duty vault case for playstation vita and vita slim (officially licensed by sony),2,0,3,9,37,51,4.549019607843137
dragon age origins: ultimate edition - playstation 3,3,2,1,12,33,51,4.372549019607843
need for speed: the run - playstation 3,0,4,7,11,29,51,4.2745098039215685
perfect dark,0,1,3,7,40,51,4.686274509803922
fire emblem fates: birthright - nintendo 3ds birthright edition,2,1,6,5,37,51,4.450980392156863
f.e.a.r. first encounter assault recon - xbox 360,0,4,7,20,20,51,4.098039215686274
xbox one s 2tb console - launch edition [discontinued],6,1,2,6,36,51,4.2745098039215685
state of emergency - playstation 2,8,13,11,10,9,51,2.980392156862745
the saboteur - playstation 3,0,2,4,26,19,51,4.215686274509804
star wars: the force unleashed ii - playstation 3,1,10,17,5,18,51,3.5686274509803924
god of war chains of olympus - sony psp,0,1,3,9,38,51,4.647058823529412
monster hunter 4 ultimate standard edition - nintendo 3ds,1,1,3,6,40,51,4.627450980392157
condemned 2: bloodshot - xbox 360,2,2,12,17,18,51,3.9215686274509802
gravity rush - playstation vita,1,0,5,5,39,50,4.62
the elder scrolls iv: oblivion - game of the year edition,1,3,3,9,34,50,4.44
mega man x collection - playstation 2,0,0,3,9,38,50,4.7
wet - playstation 3,4,10,9,8,19,50,3.56
playstation vr,5,1,5,10,29,50,4.14
destiny - standard edition - playstation 3 [digital code],11,5,7,3,24,50,3.48
tearaway,0,0,1,7,42,50,4.82
grand theft auto liberty city stories,1,1,4,10,34,50,4.5
madden nfl 16 - playstation 4,8,3,1,10,28,50,3.94
the legend of zelda: triforce heroes - 3ds,4,2,5,5,34,50,4.26
madden nfl 15 - playstation 4,2,7,2,11,28,50,4.12
lego star wars: the complete saga - nintendo wii,1,0,2,7,40,50,4.7
tales of symphonia - gamecube,0,0,3,7,40,50,4.74
ratchet & clank - playstation 2,2,1,2,9,36,50,4.52
playstation 4 universal media remote [old model],10,5,6,12,17,50,3.42
sleeping dogs: definitive edition- playstation 4,1,1,3,15,30,50,4.44
"beastron mario kart racing wheel for nintendo wii, 2 sets white color bundle",2,1,3,10,34,50,4.46
ratchet & clank up your arsenal - playstation 2,0,1,4,6,39,50,4.66
"lowpricenice premium high resolution component av cable for playstation 3 ps3, playstation 2 ps2",4,0,2,8,36,50,4.44
dragon quest heroes: the world tree’s woe and the blight below,2,6,4,13,25,50,4.06
resident evil: operation raccoon city - xbox 360,9,11,7,7,16,50,3.2
sonic unleashed - xbox 360,10,2,4,8,26,50,3.76
dark souls ii - playstation 3,3,1,2,6,38,50,4.5
